W(MeV)	Re(0)+	Im(0)+	Re(0)-	Im(0)-
      	   -0.003	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1415.0	    1.177	    0.349	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.622	   -0.186	    0.000	    0.000
      	    0.110	   -0.004	    0.000	    0.000
      	    0.085	   -0.016	   -0.440	   -0.669
      	   -0.120	    0.007	    0.396	    0.118
      	    0.009	    0.001	   -0.431	   -0.234
      	   -0.067	   -0.004	    0.196	    0.163
      	   -0.020	   -0.001	    0.275	    0.119
      	    0.002	    0.000	    0.024	   -0.003
      	    0.010	    0.000	    0.011	    0.000
      	   -0.002	    0.000	   -0.052	   -0.005
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.003	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1420.0	    1.194	    0.363	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.620	   -0.191	    0.000	    0.000
      	    0.112	   -0.003	    0.000	    0.000
      	    0.080	   -0.016	   -0.411	   -0.652
      	   -0.122	    0.007	    0.391	    0.105
      	    0.009	    0.001	   -0.443	   -0.255
      	   -0.067	   -0.004	    0.204	    0.180
      	   -0.021	   -0.001	    0.281	    0.130
      	    0.002	    0.000	    0.024	   -0.004
      	    0.010	    0.000	    0.012	    0.000
      	   -0.002	    0.000	   -0.053	   -0.006
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.003	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1425.0	    1.211	    0.379	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.618	   -0.196	    0.000	    0.000
      	    0.114	   -0.003	    0.000	    0.000
      	    0.075	   -0.017	   -0.385	   -0.634
      	   -0.123	    0.006	    0.388	    0.093
      	    0.009	    0.001	   -0.455	   -0.279
      	   -0.068	   -0.004	    0.212	    0.198
      	   -0.021	   -0.001	    0.287	    0.141
      	    0.002	    0.000	    0.023	   -0.004
      	    0.010	    0.000	    0.012	    0.000
      	   -0.002	    0.000	   -0.054	   -0.006
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.003	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1430.0	    1.230	    0.396	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.617	   -0.202	    0.000	    0.000
      	    0.116	   -0.003	    0.000	    0.000
      	    0.070	   -0.017	   -0.362	   -0.616
      	   -0.125	    0.006	    0.386	    0.082
      	    0.009	    0.001	   -0.467	   -0.305
      	   -0.069	   -0.004	    0.219	    0.219
      	   -0.021	   -0.001	    0.293	    0.154
      	    0.002	    0.000	    0.023	   -0.004
      	    0.010	    0.000	    0.013	    0.000
      	   -0.002	    0.000	   -0.055	   -0.007
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.003	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1435.0	    1.249	    0.416	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.616	   -0.209	    0.000	    0.000
      	    0.118	   -0.002	    0.000	    0.000
      	    0.065	   -0.017	   -0.340	   -0.597
      	   -0.127	    0.006	    0.384	    0.071
      	    0.009	    0.001	   -0.478	   -0.334
      	   -0.069	   -0.004	    0.226	    0.242
      	   -0.021	   -0.001	    0.299	    0.169
      	    0.002	    0.000	    0.022	   -0.004
      	    0.010	    0.000	    0.013	    0.000
      	   -0.002	    0.000	   -0.056	   -0.007
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.004	    0.000	    0.001	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1440.0	    1.269	    0.437	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.617	   -0.217	    0.000	    0.000
      	    0.120	   -0.002	    0.000	    0.000
      	    0.060	   -0.017	   -0.321	   -0.578
      	   -0.128	    0.006	    0.383	    0.061
      	    0.009	    0.001	   -0.488	   -0.367
      	   -0.070	   -0.004	    0.233	    0.268
      	   -0.021	   -0.001	    0.304	    0.185
      	    0.002	    0.000	    0.021	   -0.005
      	    0.010	    0.000	    0.014	    0.000
      	   -0.002	    0.000	   -0.058	   -0.008
      	    0.000	    0.000	   -0.009	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1445.0	    1.290	    0.461	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.618	   -0.226	    0.000	    0.000
      	    0.123	   -0.001	    0.000	    0.000
      	    0.055	   -0.018	   -0.303	   -0.559
      	   -0.130	    0.005	    0.383	    0.053
      	    0.009	    0.001	   -0.496	   -0.403
      	   -0.071	   -0.005	    0.237	    0.296
      	   -0.021	   -0.001	    0.309	    0.203
      	    0.002	    0.000	    0.021	   -0.005
      	    0.010	    0.000	    0.015	    0.000
      	   -0.002	    0.000	   -0.059	   -0.008
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1450.0	    1.312	    0.488	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.620	   -0.236	    0.000	    0.000
      	    0.125	   -0.001	    0.000	    0.000
      	    0.050	   -0.018	   -0.288	   -0.540
      	   -0.132	    0.005	    0.384	    0.044
      	    0.009	    0.001	   -0.503	   -0.444
      	   -0.072	   -0.005	    0.240	    0.328
      	   -0.021	   -0.002	    0.313	    0.223
      	    0.002	    0.000	    0.020	   -0.005
      	    0.010	    0.000	    0.016	    0.000
      	   -0.002	    0.000	   -0.060	   -0.009
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1455.0	    1.334	    0.518	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.623	   -0.249	    0.000	    0.000
      	    0.127	    0.000	    0.000	    0.000
      	    0.045	   -0.019	   -0.274	   -0.521
      	   -0.134	    0.005	    0.384	    0.037
      	    0.009	    0.001	   -0.506	   -0.488
      	   -0.072	   -0.005	    0.241	    0.362
      	   -0.021	   -0.002	    0.315	    0.245
      	    0.002	    0.000	    0.019	   -0.006
      	    0.010	    0.000	    0.016	    0.001
      	   -0.002	    0.000	   -0.062	   -0.009
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1460.0	    1.357	    0.552	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.626	   -0.263	    0.000	    0.000
      	    0.130	    0.001	    0.000	    0.000
      	    0.039	   -0.019	   -0.261	   -0.504
      	   -0.136	    0.004	    0.385	    0.031
      	    0.009	    0.001	   -0.505	   -0.537
      	   -0.073	   -0.005	    0.237	    0.400
      	   -0.022	   -0.002	    0.315	    0.269
      	    0.002	    0.000	    0.018	   -0.006
      	    0.009	    0.000	    0.017	    0.001
      	   -0.002	    0.000	   -0.063	   -0.010
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1465.0	    1.380	    0.592	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.630	   -0.280	    0.000	    0.000
      	    0.132	    0.001	    0.000	    0.000
      	    0.034	   -0.020	   -0.250	   -0.486
      	   -0.137	    0.004	    0.385	    0.025
      	    0.010	    0.001	   -0.499	   -0.590
      	   -0.074	   -0.006	    0.230	    0.441
      	   -0.022	   -0.002	    0.313	    0.296
      	    0.002	    0.000	    0.017	   -0.006
      	    0.009	    0.000	    0.018	    0.001
      	   -0.002	    0.000	   -0.065	   -0.011
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1470.0	    1.405	    0.637	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.636	   -0.301	    0.000	    0.000
      	    0.135	    0.002	    0.000	    0.000
      	    0.028	   -0.020	   -0.240	   -0.469
      	   -0.139	    0.003	    0.386	    0.019
      	    0.010	    0.001	   -0.486	   -0.647
      	   -0.075	   -0.006	    0.217	    0.485
      	   -0.022	   -0.002	    0.307	    0.324
      	    0.002	    0.000	    0.016	   -0.007
      	    0.009	    0.000	    0.019	    0.001
      	   -0.002	    0.000	   -0.066	   -0.012
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1475.0	    1.430	    0.691	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.643	   -0.326	    0.000	    0.000
      	    0.138	    0.003	    0.000	    0.000
      	    0.022	   -0.021	   -0.230	   -0.453
      	   -0.141	    0.002	    0.388	    0.014
      	    0.010	    0.001	   -0.464	   -0.706
      	   -0.075	   -0.006	    0.198	    0.531
      	   -0.022	   -0.002	    0.297	    0.355
      	    0.002	    0.000	    0.015	   -0.007
      	    0.009	    0.000	    0.020	    0.001
      	   -0.002	    0.000	   -0.068	   -0.012
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1480.0	    1.444	    0.754	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.646	   -0.355	    0.000	    0.000
      	    0.141	    0.004	    0.000	    0.000
      	    0.017	   -0.022	   -0.221	   -0.437
      	   -0.143	    0.002	    0.389	    0.009
      	    0.010	    0.001	   -0.433	   -0.768
      	   -0.076	   -0.007	    0.170	    0.577
      	   -0.022	   -0.002	    0.282	    0.386
      	    0.002	    0.000	    0.014	   -0.008
      	    0.009	    0.000	    0.021	    0.002
      	   -0.002	    0.000	   -0.070	   -0.013
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1485.0	    1.439	    0.822	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.644	   -0.389	    0.000	    0.000
      	    0.143	    0.005	    0.000	    0.000
      	    0.011	   -0.022	   -0.214	   -0.422
      	   -0.145	    0.001	    0.391	    0.005
      	    0.010	    0.001	   -0.390	   -0.828
      	   -0.077	   -0.007	    0.134	    0.623
      	   -0.022	   -0.002	    0.262	    0.417
      	    0.002	    0.000	    0.013	   -0.008
      	    0.009	    0.000	    0.022	    0.002
      	   -0.002	    0.000	   -0.072	   -0.014
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1490.0	    1.351	    0.915	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.591	   -0.442	    0.000	    0.000
      	    0.146	    0.006	    0.000	    0.000
      	    0.005	   -0.023	   -0.207	   -0.407
      	   -0.147	    0.000	    0.392	    0.001
      	    0.010	    0.001	   -0.335	   -0.886
      	   -0.078	   -0.007	    0.088	    0.666
      	   -0.022	   -0.002	    0.235	    0.446
      	    0.002	    0.000	    0.012	   -0.009
      	    0.009	    0.000	    0.023	    0.002
      	   -0.002	    0.000	   -0.074	   -0.015
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1495.0	    1.280	    0.973	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.546	   -0.479	    0.000	    0.000
      	    0.149	    0.008	    0.000	    0.000
      	   -0.002	   -0.024	   -0.200	   -0.393
      	   -0.149	   -0.001	    0.393	   -0.003
      	    0.010	    0.001	   -0.268	   -0.936
      	   -0.079	   -0.008	    0.033	    0.702
      	   -0.022	   -0.002	    0.203	    0.472
      	    0.002	    0.000	    0.011	   -0.009
      	    0.009	    0.000	    0.025	    0.003
      	   -0.003	    0.000	   -0.076	   -0.017
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1500.0	    1.219	    1.016	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.505	   -0.510	    0.000	    0.000
      	    0.152	    0.009	    0.000	    0.000
      	   -0.008	   -0.026	   -0.194	   -0.380
      	   -0.151	   -0.002	    0.394	   -0.006
      	    0.010	    0.001	   -0.191	   -0.977
      	   -0.080	   -0.008	   -0.030	    0.731
      	   -0.022	   -0.002	    0.164	    0.494
      	    0.002	    0.000	    0.009	   -0.010
      	    0.009	    0.000	    0.026	    0.003
      	   -0.003	    0.000	   -0.078	   -0.018
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1505.0	    1.154	    1.054	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.459	   -0.538	    0.000	    0.000
      	    0.155	    0.011	    0.000	    0.000
      	   -0.014	   -0.027	   -0.188	   -0.367
      	   -0.153	   -0.003	    0.396	   -0.009
      	    0.010	    0.001	   -0.104	   -1.004
      	   -0.081	   -0.009	   -0.099	    0.748
      	   -0.022	   -0.002	    0.122	    0.508
      	    0.002	    0.000	    0.008	   -0.011
      	    0.009	    0.000	    0.027	    0.003
      	   -0.003	    0.000	   -0.081	   -0.019
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1510.0	    1.083	    1.085	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.409	   -0.562	    0.000	    0.000
      	    0.158	    0.012	    0.000	    0.000
      	   -0.021	   -0.028	   -0.183	   -0.354
      	   -0.155	   -0.005	    0.397	   -0.012
      	    0.010	    0.001	   -0.014	   -1.015
      	   -0.082	   -0.009	   -0.172	    0.753
      	   -0.022	   -0.002	    0.076	    0.515
      	    0.002	    0.000	    0.006	   -0.012
      	    0.009	    0.000	    0.029	    0.004
      	   -0.003	    0.000	   -0.083	   -0.021
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1515.0	    1.009	    1.102	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.354	   -0.578	    0.000	    0.000
      	    0.162	    0.014	    0.000	    0.000
      	   -0.028	   -0.030	   -0.178	   -0.342
      	   -0.158	   -0.006	    0.397	   -0.015
      	    0.010	    0.001	    0.078	   -1.009
      	   -0.083	   -0.010	   -0.244	    0.745
      	   -0.022	   -0.003	    0.031	    0.513
      	    0.002	    0.000	    0.005	   -0.013
      	    0.009	    0.000	    0.030	    0.004
      	   -0.003	    0.000	   -0.086	   -0.023
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1520.0	    0.936	    1.105	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.297	   -0.586	    0.000	    0.000
      	    0.165	    0.016	    0.000	    0.000
      	   -0.035	   -0.032	   -0.174	   -0.331
      	   -0.160	   -0.007	    0.398	   -0.017
      	    0.010	    0.001	    0.165	   -0.988
      	   -0.084	   -0.011	   -0.312	    0.725
      	   -0.023	   -0.003	   -0.013	    0.504
      	    0.002	    0.000	    0.003	   -0.014
      	    0.009	    0.000	    0.032	    0.005
      	   -0.003	    0.000	   -0.088	   -0.025
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1525.0	    0.865	    1.093	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.240	   -0.584	    0.000	    0.000
      	    0.168	    0.018	    0.000	    0.000
      	   -0.042	   -0.034	   -0.169	   -0.320
      	   -0.162	   -0.009	    0.400	   -0.020
      	    0.010	    0.001	    0.244	   -0.954
      	   -0.085	   -0.011	   -0.374	    0.694
      	   -0.023	   -0.003	   -0.053	    0.488
      	    0.002	    0.000	    0.001	   -0.015
      	    0.009	    0.000	    0.033	    0.006
      	   -0.003	    0.000	   -0.091	   -0.027
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.002	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1530.0	    0.801	    1.069	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.186	   -0.573	    0.000	    0.000
      	    0.171	    0.021	    0.000	    0.000
      	   -0.049	   -0.036	   -0.166	   -0.309
      	   -0.164	   -0.011	    0.401	   -0.023
      	    0.010	    0.001	    0.312	   -0.908
      	   -0.086	   -0.012	   -0.427	    0.655
      	   -0.023	   -0.003	   -0.087	    0.466
      	    0.002	    0.000	   -0.001	   -0.016
      	    0.009	    0.000	    0.035	    0.007
      	   -0.003	    0.000	   -0.094	   -0.029
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.000	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1535.0	    0.748	    1.035	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.136	   -0.554	    0.000	    0.000
      	    0.175	    0.023	    0.000	    0.000
      	   -0.056	   -0.039	   -0.162	   -0.299
      	   -0.166	   -0.012	    0.402	   -0.025
      	    0.010	    0.001	    0.369	   -0.856
      	   -0.088	   -0.013	   -0.470	    0.611
      	   -0.023	   -0.003	   -0.116	    0.441
      	    0.002	    0.000	   -0.003	   -0.018
      	    0.009	    0.000	    0.037	    0.008
      	   -0.003	    0.000	   -0.097	   -0.032
      	    0.000	    0.000	   -0.010	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1540.0	    0.708	    0.993	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.092	   -0.529	    0.000	    0.000
      	    0.178	    0.026	    0.000	    0.000
      	   -0.063	   -0.042	   -0.158	   -0.290
      	   -0.168	   -0.014	    0.403	   -0.027
      	    0.010	    0.001	    0.414	   -0.801
      	   -0.089	   -0.014	   -0.505	    0.564
      	   -0.023	   -0.003	   -0.139	    0.414
      	    0.002	    0.000	   -0.005	   -0.020
      	    0.009	    0.000	    0.039	    0.009
      	   -0.003	    0.000	   -0.100	   -0.034
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1545.0	    0.681	    0.949	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.056	   -0.501	    0.000	    0.000
      	    0.182	    0.029	    0.000	    0.000
      	   -0.070	   -0.045	   -0.155	   -0.280
      	   -0.171	   -0.016	    0.404	   -0.029
      	    0.010	    0.001	    0.448	   -0.744
      	   -0.090	   -0.015	   -0.530	    0.517
      	   -0.023	   -0.003	   -0.156	    0.386
      	    0.002	    0.000	   -0.007	   -0.021
      	    0.008	    0.000	    0.041	    0.010
      	   -0.003	    0.000	   -0.104	   -0.038
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1550.0	    0.667	    0.904	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.027	   -0.470	    0.000	    0.000
      	    0.186	    0.032	    0.000	    0.000
      	   -0.078	   -0.048	   -0.151	   -0.271
      	   -0.173	   -0.019	    0.405	   -0.032
      	    0.010	    0.002	    0.473	   -0.689
      	   -0.091	   -0.016	   -0.548	    0.471
      	   -0.023	   -0.003	   -0.169	    0.359
      	    0.002	    0.000	   -0.010	   -0.023
      	    0.008	    0.000	    0.043	    0.011
      	   -0.003	    0.000	   -0.107	   -0.041
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1555.0	    0.664	    0.863	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -0.005	   -0.439	    0.000	    0.000
      	    0.189	    0.035	    0.000	    0.000
      	   -0.085	   -0.052	   -0.148	   -0.262
      	   -0.175	   -0.021	    0.407	   -0.034
      	    0.010	    0.002	    0.489	   -0.636
      	   -0.092	   -0.018	   -0.559	    0.427
      	   -0.022	   -0.004	   -0.177	    0.333
      	    0.002	    0.000	   -0.012	   -0.026
      	    0.008	    0.000	    0.045	    0.013
      	   -0.003	    0.000	   -0.111	   -0.045
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.008	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1560.0	    0.670	    0.828	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.011	   -0.410	    0.000	    0.000
      	    0.193	    0.039	    0.000	    0.000
      	   -0.093	   -0.056	   -0.146	   -0.254
      	   -0.177	   -0.023	    0.408	   -0.036
      	    0.010	    0.002	    0.499	   -0.586
      	   -0.094	   -0.019	   -0.564	    0.386
      	   -0.022	   -0.004	   -0.183	    0.309
      	    0.002	    0.000	   -0.015	   -0.028
      	    0.008	    0.000	    0.047	    0.014
      	   -0.003	    0.000	   -0.114	   -0.049
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.007	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1565.0	    0.683	    0.799	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.022	   -0.383	    0.000	    0.000
      	    0.197	    0.043	    0.000	    0.000
      	   -0.101	   -0.060	   -0.143	   -0.246
      	   -0.179	   -0.026	    0.409	   -0.039
      	    0.010	    0.002	    0.504	   -0.540
      	   -0.095	   -0.021	   -0.566	    0.349
      	   -0.022	   -0.004	   -0.185	    0.287
      	    0.002	    0.000	   -0.017	   -0.031
      	    0.008	    0.000	    0.050	    0.016
      	   -0.003	    0.000	   -0.118	   -0.054
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.007	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1570.0	    0.703	    0.777	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.030	   -0.358	    0.000	    0.000
      	    0.200	    0.047	    0.000	    0.000
      	   -0.108	   -0.065	   -0.140	   -0.238
      	   -0.182	   -0.029	    0.410	   -0.041
      	    0.010	    0.002	    0.504	   -0.499
      	   -0.096	   -0.022	   -0.564	    0.314
      	   -0.022	   -0.004	   -0.186	    0.266
      	    0.002	    0.000	   -0.020	   -0.035
      	    0.008	    0.000	    0.052	    0.018
      	   -0.003	    0.000	   -0.122	   -0.059
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.007	    0.000
      	    0.000	    0.000	    0.003	    0.000
      	    0.001	    0.000	    0.001	    0.000
      	    0.000	    0.000	   -0.003	    0.000
1575.0	    0.725	    0.763	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.034	   -0.336	    0.000	    0.000
      	    0.204	    0.051	    0.000	    0.000
      	   -0.116	   -0.070	   -0.137	   -0.231
      	   -0.184	   -0.032	    0.412	   -0.043
      	    0.010	    0.002	    0.502	   -0.461
      	   -0.097	   -0.024	   -0.560	    0.283
      	   -0.022	   -0.004	   -0.185	    0.248
      	    0.003	    0.000	   -0.023	   -0.038
      	    0.008	    0.000	    0.055	    0.021
      	   -0.003	    0.000	   -0.126	   -0.065
      	    0.000	    0.000	   -0.011	    0.000
      	   -0.004	    0.000	    0.003	    0.000
      	   -0.001	    0.000	    0.007	    0.000
