W(MeV)	Re(+)+	Im(+)+	Re(+)-	Im(+)-
      	   -2.001	    1.385	    0.000	    0.000
      	    0.083	    0.101	    0.000	    0.000
      	   -2.694	    1.237	   -0.963	   -0.152
      	    0.144	    0.030	    0.529	    2.194
      	    0.009	    0.005	   -0.455	    0.038
      	   -0.109	    0.014	    0.349	    0.209
      	   -0.004	    0.006	   -0.264	   -0.159
      	   -0.002	   -0.001	    0.112	    0.005
      	    0.097	    0.003	    0.042	    0.010
      	    0.000	   -0.001	   -0.007	   -0.004
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1420.0	    2.050	    1.043	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.020	    1.386	    0.000	    0.000
      	    0.080	    0.100	    0.000	    0.000
      	   -2.610	    1.163	   -0.937	   -0.128
      	    0.137	    0.032	    0.456	    2.159
      	    0.008	    0.005	   -0.453	    0.044
      	   -0.105	    0.014	    0.363	    0.231
      	   -0.004	    0.006	   -0.276	   -0.174
      	   -0.002	   -0.001	    0.113	    0.005
      	    0.098	    0.004	    0.044	    0.010
      	    0.000	   -0.001	   -0.008	   -0.005
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.015	    0.000	    0.004	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.006	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1425.0	    2.091	    1.085	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.040	    1.385	    0.000	    0.000
      	    0.077	    0.098	    0.000	    0.000
      	   -2.526	    1.092	   -0.913	   -0.108
      	    0.130	    0.034	    0.391	    2.120
      	    0.008	    0.006	   -0.451	    0.050
      	   -0.102	    0.015	    0.376	    0.256
      	   -0.004	    0.006	   -0.288	   -0.192
      	   -0.002	   -0.001	    0.114	    0.006
      	    0.099	    0.004	    0.046	    0.011
      	    0.000	   -0.001	   -0.008	   -0.005
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1430.0	    2.137	    1.132	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.062	    1.382	    0.000	    0.000
      	    0.074	    0.097	    0.000	    0.000
      	   -2.445	    1.025	   -0.890	   -0.089
      	    0.123	    0.035	    0.332	    2.078
      	    0.008	    0.006	   -0.450	    0.057
      	   -0.099	    0.015	    0.389	    0.284
      	   -0.004	    0.007	   -0.301	   -0.211
      	   -0.002	   -0.001	    0.115	    0.006
      	    0.100	    0.004	    0.049	    0.012
      	    0.000	   -0.001	   -0.009	   -0.005
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1435.0	    2.188	    1.184	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.087	    1.377	    0.000	    0.000
      	    0.072	    0.095	    0.000	    0.000
      	   -2.365	    0.962	   -0.869	   -0.071
      	    0.116	    0.036	    0.279	    2.033
      	    0.008	    0.006	   -0.449	    0.066
      	   -0.096	    0.016	    0.402	    0.315
      	   -0.004	    0.007	   -0.313	   -0.233
      	   -0.002	   -0.001	    0.116	    0.006
      	    0.101	    0.004	    0.051	    0.013
      	    0.000	   -0.001	   -0.010	   -0.006
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1440.0	    2.244	    1.243	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.115	    1.369	    0.000	    0.000
      	    0.069	    0.094	    0.000	    0.000
      	   -2.286	    0.902	   -0.850	   -0.055
      	    0.109	    0.037	    0.232	    1.987
      	    0.008	    0.006	   -0.449	    0.075
      	   -0.092	    0.016	    0.414	    0.349
      	   -0.004	    0.007	   -0.324	   -0.257
      	   -0.002	   -0.001	    0.117	    0.007
      	    0.101	    0.004	    0.054	    0.014
      	    0.000	   -0.001	   -0.011	   -0.006
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1445.0	    2.306	    1.309	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.145	    1.359	    0.000	    0.000
      	    0.067	    0.092	    0.000	    0.000
      	   -2.209	    0.845	   -0.832	   -0.041
      	    0.103	    0.037	    0.190	    1.940
      	    0.008	    0.007	   -0.450	    0.087
      	   -0.089	    0.017	    0.425	    0.388
      	   -0.004	    0.008	   -0.334	   -0.285
      	   -0.002	   -0.001	    0.118	    0.007
      	    0.102	    0.005	    0.057	    0.015
      	    0.000	   -0.001	   -0.012	   -0.007
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1450.0	    2.375	    1.385	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.178	    1.346	    0.000	    0.000
      	    0.065	    0.090	    0.000	    0.000
      	   -2.133	    0.791	   -0.814	   -0.029
      	    0.096	    0.037	    0.153	    1.893
      	    0.008	    0.007	   -0.453	    0.100
      	   -0.086	    0.017	    0.434	    0.431
      	   -0.004	    0.008	   -0.343	   -0.315
      	   -0.002	   -0.001	    0.120	    0.008
      	    0.103	    0.005	    0.059	    0.016
      	    0.000	   -0.001	   -0.013	   -0.007
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1455.0	    2.451	    1.471	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.215	    1.330	    0.000	    0.000
      	    0.063	    0.089	    0.000	    0.000
      	   -2.058	    0.740	   -0.797	   -0.019
      	    0.090	    0.038	    0.120	    1.845
      	    0.008	    0.007	   -0.457	    0.114
      	   -0.082	    0.018	    0.440	    0.479
      	   -0.004	    0.008	   -0.350	   -0.350
      	   -0.002	   -0.001	    0.121	    0.008
      	    0.104	    0.005	    0.062	    0.017
      	    0.000	   -0.001	   -0.014	   -0.008
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1460.0	    2.534	    1.572	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.256	    1.309	    0.000	    0.000
      	    0.062	    0.087	    0.000	    0.000
      	   -1.985	    0.691	   -0.780	   -0.010
      	    0.084	    0.038	    0.092	    1.798
      	    0.008	    0.007	   -0.464	    0.130
      	   -0.079	    0.019	    0.443	    0.532
      	   -0.004	    0.009	   -0.354	   -0.387
      	   -0.002	   -0.001	    0.122	    0.009
      	    0.105	    0.005	    0.065	    0.018
      	    0.000	   -0.001	   -0.015	   -0.008
      	    0.001	    0.000	   -0.026	    0.000
      	   -0.014	    0.000	    0.005	    0.000
      	    0.000	    0.000	   -0.003	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1465.0	    2.625	    1.689	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.303	    1.283	    0.000	    0.000
      	    0.060	    0.086	    0.000	    0.000
      	   -1.914	    0.645	   -0.763	   -0.002
      	    0.078	    0.037	    0.066	    1.752
      	    0.007	    0.008	   -0.475	    0.148
      	   -0.075	    0.019	    0.440	    0.590
      	   -0.005	    0.009	   -0.355	   -0.428
      	   -0.002	   -0.001	    0.123	    0.009
      	    0.106	    0.006	    0.069	    0.019
      	    0.000	   -0.001	   -0.017	   -0.009
      	    0.001	    0.000	   -0.027	    0.000
      	   -0.014	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1470.0	    2.724	    1.828	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.354	    1.250	    0.000	    0.000
      	    0.059	    0.084	    0.000	    0.000
      	   -1.844	    0.602	   -0.747	    0.005
      	    0.072	    0.037	    0.044	    1.707
      	    0.007	    0.008	   -0.489	    0.167
      	   -0.072	    0.020	    0.430	    0.653
      	   -0.005	    0.009	   -0.350	   -0.473
      	   -0.002	   -0.001	    0.125	    0.010
      	    0.107	    0.006	    0.072	    0.021
      	    0.000	   -0.001	   -0.018	   -0.010
      	    0.001	    0.000	   -0.027	    0.000
      	   -0.014	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1475.0	    2.834	    1.993	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.410	    1.209	    0.000	    0.000
      	    0.058	    0.082	    0.000	    0.000
      	   -1.776	    0.561	   -0.732	    0.012
      	    0.066	    0.036	    0.024	    1.662
      	    0.007	    0.008	   -0.509	    0.186
      	   -0.068	    0.021	    0.412	    0.720
      	   -0.005	    0.010	   -0.339	   -0.520
      	   -0.002	   -0.001	    0.126	    0.011
      	    0.108	    0.006	    0.075	    0.022
      	    0.000	   -0.001	   -0.019	   -0.011
      	    0.001	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1480.0	    2.937	    2.193	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.480	    1.158	    0.000	    0.000
      	    0.057	    0.081	    0.000	    0.000
      	   -1.709	    0.523	   -0.717	    0.017
      	    0.061	    0.036	    0.007	    1.619
      	    0.007	    0.009	   -0.535	    0.204
      	   -0.065	    0.021	    0.384	    0.790
      	   -0.005	    0.010	   -0.321	   -0.570
      	   -0.002	   -0.001	    0.128	    0.012
      	    0.109	    0.006	    0.079	    0.024
      	    0.000	   -0.001	   -0.021	   -0.011
      	    0.001	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.000	    0.000
      	    0.000	    0.000	    0.001	    0.000
1485.0	    3.023	    2.426	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.572	    1.088	    0.000	    0.000
      	    0.056	    0.080	    0.000	    0.000
      	   -1.644	    0.487	   -0.702	    0.022
      	    0.055	    0.035	   -0.008	    1.576
      	    0.007	    0.009	   -0.568	    0.221
      	   -0.061	    0.022	    0.345	    0.860
      	   -0.005	    0.010	   -0.294	   -0.619
      	   -0.002	   -0.001	    0.129	    0.013
      	    0.110	    0.007	    0.083	    0.026
      	    0.000	   -0.001	   -0.023	   -0.012
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1490.0	    2.764	    2.821	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.559	    0.944	    0.000	    0.000
      	    0.055	    0.078	    0.000	    0.000
      	   -1.580	    0.452	   -0.686	    0.025
      	    0.050	    0.034	   -0.021	    1.535
      	    0.007	    0.009	   -0.607	    0.233
      	   -0.057	    0.023	    0.292	    0.929
      	   -0.005	    0.011	   -0.257	   -0.667
      	   -0.002	   -0.001	    0.131	    0.014
      	    0.111	    0.007	    0.087	    0.028
      	    0.000	   -0.001	   -0.024	   -0.013
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1495.0	    2.525	    3.127	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.532	    0.800	    0.000	    0.000
      	    0.054	    0.077	    0.000	    0.000
      	   -1.518	    0.420	   -0.671	    0.028
      	    0.044	    0.033	   -0.032	    1.496
      	    0.006	    0.010	   -0.654	    0.240
      	   -0.054	    0.024	    0.226	    0.992
      	   -0.005	    0.011	   -0.211	   -0.710
      	   -0.002	   -0.001	    0.133	    0.015
      	    0.112	    0.007	    0.091	    0.030
      	    0.000	   -0.001	   -0.026	   -0.015
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.006	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.007	    0.000
      	    0.007	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1500.0	    2.295	    3.394	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.492	    0.656	    0.000	    0.000
      	    0.054	    0.076	    0.000	    0.000
      	   -1.457	    0.390	   -0.655	    0.030
      	    0.039	    0.031	   -0.042	    1.457
      	    0.006	    0.010	   -0.706	    0.238
      	   -0.050	    0.025	    0.148	    1.046
      	   -0.005	    0.012	   -0.156	   -0.747
      	   -0.002	   -0.001	    0.135	    0.016
      	    0.113	    0.008	    0.095	    0.032
      	    0.000	   -0.001	   -0.028	   -0.016
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1505.0	    2.029	    3.638	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.434	    0.519	    0.000	    0.000
      	    0.055	    0.074	    0.000	    0.000
      	   -1.397	    0.362	   -0.640	    0.033
      	    0.033	    0.030	   -0.051	    1.420
      	    0.006	    0.010	   -0.762	    0.225
      	   -0.046	    0.026	    0.061	    1.087
      	   -0.005	    0.012	   -0.094	   -0.774
      	   -0.002	   -0.001	    0.136	    0.017
      	    0.114	    0.008	    0.100	    0.035
      	    0.000	   -0.001	   -0.030	   -0.017
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1510.0	    1.721	    3.846	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.356	    0.390	    0.000	    0.000
      	    0.056	    0.073	    0.000	    0.000
      	   -1.339	    0.335	   -0.625	    0.034
      	    0.028	    0.028	   -0.058	    1.383
      	    0.006	    0.011	   -0.819	    0.201
      	   -0.042	    0.027	   -0.034	    1.113
      	   -0.006	    0.013	   -0.027	   -0.790
      	   -0.002	   -0.001	    0.138	    0.018
      	    0.115	    0.009	    0.105	    0.038
      	    0.000	   -0.002	   -0.032	   -0.019
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.013	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1515.0	    1.376	    3.999	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.257	    0.273	    0.000	    0.000
      	    0.058	    0.071	    0.000	    0.000
      	   -1.283	    0.311	   -0.609	    0.035
      	    0.023	    0.027	   -0.064	    1.349
      	    0.005	    0.011	   -0.875	    0.165
      	   -0.038	    0.029	   -0.131	    1.123
      	   -0.006	    0.013	    0.042	   -0.794
      	   -0.002	   -0.002	    0.141	    0.020
      	    0.116	    0.009	    0.110	    0.041
      	    0.000	   -0.002	   -0.035	   -0.020
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.012	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.004	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1520.0	    1.005	    4.086	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.142	    0.174	    0.000	    0.000
      	    0.059	    0.070	    0.000	    0.000
      	   -1.229	    0.288	   -0.594	    0.035
      	    0.017	    0.025	   -0.070	    1.315
      	    0.005	    0.012	   -0.924	    0.118
      	   -0.034	    0.030	   -0.225	    1.116
      	   -0.006	    0.014	    0.109	   -0.785
      	   -0.002	   -0.002	    0.143	    0.021
      	    0.117	    0.009	    0.115	    0.044
      	    0.000	   -0.002	   -0.037	   -0.022
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.012	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1525.0	    0.627	    4.098	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -2.016	    0.096	    0.000	    0.000
      	    0.061	    0.069	    0.000	    0.000
      	   -1.176	    0.267	   -0.579	    0.036
      	    0.012	    0.023	   -0.075	    1.282
      	    0.005	    0.012	   -0.967	    0.061
      	   -0.030	    0.032	   -0.313	    1.096
      	   -0.006	    0.014	    0.172	   -0.766
      	   -0.002	   -0.002	    0.145	    0.023
      	    0.118	    0.010	    0.120	    0.048
      	    0.000	   -0.002	   -0.040	   -0.024
      	    0.000	    0.000	   -0.027	    0.000
      	   -0.012	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1530.0	    0.260	    4.038	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.887	    0.041	    0.000	    0.000
      	    0.063	    0.068	    0.000	    0.000
      	   -1.124	    0.247	   -0.565	    0.037
      	    0.007	    0.021	   -0.079	    1.250
      	    0.004	    0.012	   -0.999	   -0.002
      	   -0.026	    0.033	   -0.392	    1.063
      	   -0.007	    0.015	    0.227	   -0.737
      	   -0.002	   -0.002	    0.147	    0.025
      	    0.119	    0.010	    0.126	    0.052
      	    0.000	   -0.002	   -0.042	   -0.026
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.012	    0.000	    0.007	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1535.0	   -0.074	    3.912	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.762	    0.005	    0.000	    0.000
      	    0.065	    0.067	    0.000	    0.000
      	   -1.073	    0.229	   -0.550	    0.037
      	    0.001	    0.018	   -0.082	    1.219
      	    0.004	    0.013	   -1.023	   -0.070
      	   -0.022	    0.035	   -0.459	    1.023
      	   -0.007	    0.016	    0.275	   -0.702
      	   -0.002	   -0.002	    0.150	    0.027
      	    0.120	    0.011	    0.131	    0.056
      	    0.000	   -0.002	   -0.045	   -0.029
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.012	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1540.0	   -0.364	    3.732	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.647	   -0.016	    0.000	    0.000
      	    0.067	    0.067	    0.000	    0.000
      	   -1.024	    0.213	   -0.535	    0.036
      	   -0.004	    0.015	   -0.085	    1.190
      	    0.004	    0.013	   -1.037	   -0.140
      	   -0.018	    0.037	   -0.516	    0.978
      	   -0.007	    0.016	    0.314	   -0.663
      	   -0.002	   -0.002	    0.152	    0.030
      	    0.121	    0.011	    0.138	    0.061
      	    0.000	   -0.002	   -0.048	   -0.031
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.012	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1545.0	   -0.602	    3.514	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.543	   -0.029	    0.000	    0.000
      	    0.069	    0.066	    0.000	    0.000
      	   -0.976	    0.197	   -0.520	    0.036
      	   -0.009	    0.013	   -0.088	    1.161
      	    0.003	    0.014	   -1.043	   -0.210
      	   -0.014	    0.039	   -0.561	    0.931
      	   -0.008	    0.017	    0.345	   -0.622
      	   -0.002	   -0.002	    0.155	    0.033
      	    0.122	    0.012	    0.144	    0.067
      	    0.000	   -0.002	   -0.051	   -0.034
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.012	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1550.0	   -0.788	    3.274	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.452	   -0.040	    0.000	    0.000
      	    0.072	    0.066	    0.000	    0.000
      	   -0.930	    0.184	   -0.506	    0.036
      	   -0.014	    0.010	   -0.090	    1.133
      	    0.003	    0.014	   -1.041	   -0.279
      	   -0.010	    0.041	   -0.597	    0.885
      	   -0.008	    0.018	    0.368	   -0.580
      	   -0.002	   -0.002	    0.157	    0.036
      	    0.123	    0.012	    0.150	    0.073
      	    0.000	   -0.002	   -0.055	   -0.038
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1555.0	   -0.925	    3.023	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.373	   -0.053	    0.000	    0.000
      	    0.074	    0.066	    0.000	    0.000
      	   -0.885	    0.171	   -0.492	    0.035
      	   -0.020	    0.006	   -0.092	    1.105
      	    0.002	    0.015	   -1.033	   -0.347
      	   -0.006	    0.044	   -0.625	    0.841
      	   -0.009	    0.018	    0.385	   -0.540
      	   -0.002	   -0.002	    0.160	    0.039
      	    0.124	    0.013	    0.157	    0.080
      	    0.000	   -0.002	   -0.058	   -0.042
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.008	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.001	    0.000
1560.0	   -1.020	    2.771	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.304	   -0.072	    0.000	    0.000
      	    0.077	    0.066	    0.000	    0.000
      	   -0.842	    0.160	   -0.477	    0.035
      	   -0.025	    0.003	   -0.093	    1.079
      	    0.002	    0.016	   -1.019	   -0.413
      	   -0.002	    0.047	   -0.646	    0.800
      	   -0.010	    0.019	    0.396	   -0.502
      	   -0.002	   -0.002	    0.163	    0.042
      	    0.126	    0.013	    0.164	    0.087
      	    0.000	   -0.003	   -0.062	   -0.046
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.002	    0.000
1565.0	   -1.081	    2.525	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.241	   -0.098	    0.000	    0.000
      	    0.079	    0.066	    0.000	    0.000
      	   -0.800	    0.150	   -0.463	    0.034
      	   -0.030	   -0.001	   -0.094	    1.054
      	    0.001	    0.016	   -0.999	   -0.478
      	    0.002	    0.050	   -0.662	    0.763
      	   -0.010	    0.020	    0.402	   -0.466
      	   -0.002	   -0.002	    0.166	    0.047
      	    0.127	    0.014	    0.171	    0.096
      	    0.000	   -0.003	   -0.066	   -0.050
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.008	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.002	    0.000
1570.0	   -1.115	    2.290	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.182	   -0.131	    0.000	    0.000
      	    0.082	    0.066	    0.000	    0.000
      	   -0.759	    0.142	   -0.448	    0.033
      	   -0.035	   -0.005	   -0.095	    1.029
      	    0.000	    0.017	   -0.975	   -0.541
      	    0.006	    0.053	   -0.673	    0.730
      	   -0.011	    0.021	    0.405	   -0.432
      	   -0.002	   -0.002	    0.169	    0.051
      	    0.128	    0.015	    0.178	    0.105
      	    0.000	   -0.003	   -0.069	   -0.056
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.009	    0.000
      	    0.000	    0.000	   -0.005	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.002	    0.000
1575.0	   -1.129	    2.070	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	   -1.127	   -0.166	    0.000	    0.000
      	    0.085	    0.067	    0.000	    0.000
      	   -0.720	    0.134	   -0.435	    0.032
      	   -0.040	   -0.010	   -0.096	    1.004
      	    0.000	    0.017	   -0.947	   -0.602
      	    0.009	    0.057	   -0.682	    0.701
      	   -0.012	    0.021	    0.405	   -0.402
      	   -0.002	   -0.003	    0.172	    0.056
      	    0.129	    0.015	    0.185	    0.115
      	    0.000	   -0.003	   -0.073	   -0.062
      	    0.000	    0.000	   -0.028	    0.000
      	   -0.011	    0.000	    0.009	    0.000
      	    0.000	    0.000	   -0.006	    0.000
      	    0.000	    0.000	    0.008	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.000	    0.000	    0.002	    0.000
