W(MeV)	Re(-)+	Im(-)+	Re(-)-	Im(-)-
      	    0.030	    0.000	   -0.058	    0.005
      	   -0.081	   -0.002	    0.056	    0.009
      	    0.028	    0.000	   -0.036	   -0.004
      	    0.008	    0.000	    0.029	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.006	    0.000
      	   -0.006	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.001	    0.000
1420.0	    2.770	    0.672	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.669	   -0.515	    0.000	    0.000
      	    0.466	   -0.090	    0.000	    0.000
      	    0.835	   -0.531	   -0.586	   -0.239
      	    0.323	   -0.060	    1.422	    1.929
      	    0.093	    0.003	    0.881	    0.238
      	    0.247	    0.005	    0.206	    0.202
      	    0.106	    0.003	   -0.231	   -0.174
      	    0.030	    0.000	   -0.056	    0.005
      	   -0.082	   -0.002	    0.058	    0.010
      	    0.029	    0.000	   -0.037	   -0.005
      	    0.008	    0.000	    0.029	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.009	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.006	    0.000
      	   -0.006	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.001	    0.000
1425.0	    2.814	    0.710	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.634	   -0.525	    0.000	    0.000
      	    0.470	   -0.089	    0.000	    0.000
      	    0.800	   -0.496	   -0.579	   -0.217
      	    0.328	   -0.061	    1.342	    1.889
      	    0.094	    0.003	    0.891	    0.257
      	    0.247	    0.006	    0.218	    0.224
      	    0.108	    0.003	   -0.242	   -0.191
      	    0.031	    0.000	   -0.055	    0.006
      	   -0.082	   -0.002	    0.060	    0.011
      	    0.030	    0.000	   -0.039	   -0.005
      	    0.009	    0.000	    0.029	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.010	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.006	    0.000
      	   -0.006	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.001	    0.000
1430.0	    2.863	    0.752	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.597	   -0.536	    0.000	    0.000
      	    0.474	   -0.088	    0.000	    0.000
      	    0.766	   -0.463	   -0.573	   -0.196
      	    0.333	   -0.062	    1.269	    1.846
      	    0.095	    0.003	    0.902	    0.278
      	    0.247	    0.006	    0.229	    0.249
      	    0.109	    0.004	   -0.252	   -0.210
      	    0.031	    0.000	   -0.053	    0.006
      	   -0.083	   -0.002	    0.063	    0.012
      	    0.030	    0.000	   -0.041	   -0.005
      	    0.009	    0.000	    0.030	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.010	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.006	    0.000
      	   -0.006	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.001	    0.000
1435.0	    2.916	    0.800	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.559	   -0.547	    0.000	    0.000
      	    0.477	   -0.087	    0.000	    0.000
      	    0.733	   -0.431	   -0.569	   -0.176
      	    0.337	   -0.064	    1.201	    1.801
      	    0.096	    0.004	    0.911	    0.301
      	    0.247	    0.006	    0.240	    0.277
      	    0.110	    0.004	   -0.262	   -0.232
      	    0.032	    0.000	   -0.052	    0.006
      	   -0.083	   -0.002	    0.065	    0.012
      	    0.031	    0.000	   -0.042	   -0.006
      	    0.009	    0.000	    0.030	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.010	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.001	    0.000
      	    0.003	    0.000	   -0.002	    0.000
1440.0	    2.974	    0.855	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.518	   -0.560	    0.000	    0.000
      	    0.481	   -0.086	    0.000	    0.000
      	    0.701	   -0.401	   -0.566	   -0.158
      	    0.341	   -0.065	    1.139	    1.754
      	    0.097	    0.004	    0.920	    0.326
      	    0.247	    0.007	    0.250	    0.309
      	    0.112	    0.004	   -0.272	   -0.257
      	    0.032	    0.000	   -0.051	    0.007
      	   -0.084	   -0.002	    0.068	    0.013
      	    0.032	    0.000	   -0.044	   -0.006
      	    0.009	    0.000	    0.030	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.011	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1445.0	    3.037	    0.919	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.475	   -0.574	    0.000	    0.000
      	    0.484	   -0.084	    0.000	    0.000
      	    0.670	   -0.373	   -0.564	   -0.142
      	    0.345	   -0.066	    1.082	    1.707
      	    0.098	    0.004	    0.927	    0.354
      	    0.247	    0.007	    0.258	    0.344
      	    0.113	    0.004	   -0.280	   -0.284
      	    0.033	    0.000	   -0.049	    0.007
      	   -0.084	   -0.002	    0.070	    0.014
      	    0.032	    0.000	   -0.046	   -0.007
      	    0.010	    0.000	    0.030	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.011	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1450.0	    3.107	    0.992	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.428	   -0.590	    0.000	    0.000
      	    0.487	   -0.083	    0.000	    0.000
      	    0.639	   -0.346	   -0.563	   -0.127
      	    0.349	   -0.066	    1.031	    1.659
      	    0.099	    0.004	    0.933	    0.384
      	    0.247	    0.008	    0.265	    0.384
      	    0.114	    0.004	   -0.288	   -0.315
      	    0.033	    0.000	   -0.047	    0.008
      	   -0.085	   -0.002	    0.073	    0.015
      	    0.033	    0.000	   -0.048	   -0.007
      	    0.010	    0.000	    0.030	    0.000
      	    0.016	    0.000	    0.002	    0.000
      	    0.011	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1455.0	    3.184	    1.077	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.379	   -0.608	    0.000	    0.000
      	    0.490	   -0.081	    0.000	    0.000
      	    0.610	   -0.321	   -0.562	   -0.114
      	    0.353	   -0.067	    0.984	    1.611
      	    0.100	    0.004	    0.937	    0.417
      	    0.247	    0.008	    0.269	    0.428
      	    0.116	    0.005	   -0.293	   -0.349
      	    0.034	    0.000	   -0.046	    0.008
      	   -0.085	   -0.002	    0.076	    0.016
      	    0.034	    0.000	   -0.050	   -0.008
      	    0.010	    0.000	    0.031	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.012	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1460.0	    3.266	    1.176	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.325	   -0.629	    0.000	    0.000
      	    0.493	   -0.079	    0.000	    0.000
      	    0.581	   -0.297	   -0.562	   -0.102
      	    0.356	   -0.067	    0.941	    1.564
      	    0.101	    0.005	    0.938	    0.453
      	    0.247	    0.009	    0.269	    0.477
      	    0.117	    0.005	   -0.295	   -0.386
      	    0.034	    0.000	   -0.044	    0.009
      	   -0.086	   -0.003	    0.079	    0.018
      	    0.035	    0.000	   -0.052	   -0.008
      	    0.010	    0.000	    0.031	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.012	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1465.0	    3.356	    1.293	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.266	   -0.654	    0.000	    0.000
      	    0.496	   -0.077	    0.000	    0.000
      	    0.553	   -0.274	   -0.561	   -0.091
      	    0.359	   -0.068	    0.902	    1.518
      	    0.101	    0.005	    0.936	    0.491
      	    0.247	    0.009	    0.264	    0.531
      	    0.118	    0.005	   -0.294	   -0.427
      	    0.035	    0.000	   -0.042	    0.009
      	   -0.086	   -0.003	    0.082	    0.019
      	    0.035	    0.000	   -0.054	   -0.009
      	    0.010	    0.000	    0.031	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.012	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1470.0	    3.454	    1.432	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.204	   -0.683	    0.000	    0.000
      	    0.499	   -0.075	    0.000	    0.000
      	    0.526	   -0.253	   -0.562	   -0.081
      	    0.362	   -0.068	    0.865	    1.473
      	    0.102	    0.005	    0.929	    0.531
      	    0.247	    0.010	    0.252	    0.589
      	    0.120	    0.005	   -0.287	   -0.472
      	    0.035	    0.000	   -0.040	    0.010
      	   -0.086	   -0.003	    0.085	    0.020
      	    0.036	    0.000	   -0.056	   -0.010
      	    0.011	    0.000	    0.031	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.013	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.004	    0.000	   -0.002	    0.000
1475.0	    3.561	    1.599	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.138	   -0.719	    0.000	    0.000
      	    0.502	   -0.073	    0.000	    0.000
      	    0.499	   -0.233	   -0.562	   -0.072
      	    0.365	   -0.068	    0.831	    1.428
      	    0.103	    0.005	    0.917	    0.574
      	    0.248	    0.011	    0.232	    0.651
      	    0.121	    0.006	   -0.275	   -0.519
      	    0.036	    0.000	   -0.038	    0.011
      	   -0.087	   -0.003	    0.089	    0.022
      	    0.037	    0.000	   -0.059	   -0.010
      	    0.011	    0.000	    0.031	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.013	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1480.0	    3.662	    1.800	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.057	   -0.762	    0.000	    0.000
      	    0.505	   -0.070	    0.000	    0.000
      	    0.474	   -0.214	   -0.563	   -0.063
      	    0.367	   -0.068	    0.800	    1.385
      	    0.104	    0.005	    0.898	    0.617
      	    0.248	    0.011	    0.202	    0.715
      	    0.122	    0.006	   -0.255	   -0.568
      	    0.036	    0.000	   -0.036	    0.012
      	   -0.087	   -0.003	    0.092	    0.023
      	    0.037	    0.000	   -0.061	   -0.011
      	    0.011	    0.000	    0.032	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.013	    0.000	    0.001	    0.000
      	    0.004	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1485.0	    3.745	    2.037	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.955	   -0.821	    0.000	    0.000
      	    0.508	   -0.068	    0.000	    0.000
      	    0.450	   -0.196	   -0.564	   -0.055
      	    0.370	   -0.068	    0.771	    1.343
      	    0.104	    0.006	    0.872	    0.660
      	    0.248	    0.012	    0.160	    0.780
      	    0.123	    0.006	   -0.226	   -0.618
      	    0.037	    0.000	   -0.034	    0.013
      	   -0.088	   -0.003	    0.096	    0.025
      	    0.038	    0.000	   -0.064	   -0.012
      	    0.011	    0.000	    0.032	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.014	    0.000	    0.001	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1490.0	    3.481	    2.437	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.959	   -0.953	    0.000	    0.000
      	    0.510	   -0.065	    0.000	    0.000
      	    0.426	   -0.180	   -0.565	   -0.048
      	    0.372	   -0.068	    0.745	    1.303
      	    0.105	    0.006	    0.839	    0.700
      	    0.248	    0.013	    0.105	    0.842
      	    0.124	    0.007	   -0.188	   -0.665
      	    0.037	    0.001	   -0.032	    0.013
      	   -0.088	   -0.003	    0.100	    0.027
      	    0.039	    0.000	   -0.066	   -0.013
      	    0.012	    0.000	    0.032	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.014	    0.000	    0.001	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1495.0	    3.238	    2.749	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    0.978	   -1.081	    0.000	    0.000
      	    0.512	   -0.062	    0.000	    0.000
      	    0.404	   -0.164	   -0.565	   -0.041
      	    0.373	   -0.067	    0.720	    1.263
      	    0.105	    0.006	    0.799	    0.736
      	    0.248	    0.014	    0.037	    0.899
      	    0.125	    0.007	   -0.140	   -0.709
      	    0.038	    0.001	   -0.029	    0.014
      	   -0.089	   -0.004	    0.104	    0.029
      	    0.040	    0.001	   -0.069	   -0.014
      	    0.012	    0.000	    0.032	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.014	    0.000	    0.001	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1500.0	    3.003	    3.023	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.010	   -1.205	    0.000	    0.000
      	    0.515	   -0.059	    0.000	    0.000
      	    0.382	   -0.149	   -0.566	   -0.035
      	    0.375	   -0.067	    0.697	    1.225
      	    0.106	    0.007	    0.751	    0.765
      	    0.249	    0.015	   -0.043	    0.946
      	    0.127	    0.007	   -0.084	   -0.746
      	    0.038	    0.001	   -0.027	    0.016
      	   -0.089	   -0.004	    0.108	    0.031
      	    0.040	    0.001	   -0.072	   -0.016
      	    0.012	    0.000	    0.032	    0.000
      	    0.016	    0.000	    0.003	    0.000
      	    0.015	    0.000	    0.000	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.005	    0.000	   -0.002	    0.000
1505.0	    2.731	    3.276	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.060	   -1.319	    0.000	    0.000
      	    0.516	   -0.056	    0.000	    0.000
      	    0.361	   -0.135	   -0.567	   -0.029
      	    0.376	   -0.067	    0.675	    1.189
      	    0.106	    0.007	    0.700	    0.786
      	    0.249	    0.016	   -0.133	    0.979
      	    0.128	    0.008	   -0.020	   -0.773
      	    0.038	    0.001	   -0.024	    0.017
      	   -0.090	   -0.004	    0.113	    0.034
      	    0.041	    0.001	   -0.075	   -0.017
      	    0.012	    0.000	    0.033	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.015	    0.000	    0.000	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.002	    0.000
1510.0	    2.416	    3.495	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.131	   -1.419	    0.000	    0.000
      	    0.517	   -0.053	    0.000	    0.000
      	    0.341	   -0.122	   -0.567	   -0.024
      	    0.377	   -0.067	    0.654	    1.153
      	    0.107	    0.007	    0.646	    0.796
      	    0.249	    0.017	   -0.230	    0.998
      	    0.129	    0.008	    0.049	   -0.789
      	    0.039	    0.001	   -0.022	    0.018
      	   -0.090	   -0.004	    0.117	    0.037
      	    0.042	    0.001	   -0.078	   -0.018
      	    0.013	    0.000	    0.033	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.015	    0.000	    0.000	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.007	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.002	    0.000
1515.0	    2.062	    3.663	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.222	   -1.501	    0.000	    0.000
      	    0.518	   -0.049	    0.000	    0.000
      	    0.322	   -0.110	   -0.567	   -0.019
      	    0.377	   -0.066	    0.635	    1.120
      	    0.107	    0.008	    0.594	    0.797
      	    0.250	    0.018	   -0.328	    0.999
      	    0.130	    0.009	    0.119	   -0.792
      	    0.039	    0.001	   -0.019	    0.020
      	   -0.090	   -0.004	    0.122	    0.040
      	    0.042	    0.001	   -0.081	   -0.020
      	    0.013	    0.000	    0.033	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.016	    0.000	    0.000	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.003	    0.000
1520.0	    1.683	    3.766	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.330	   -1.560	    0.000	    0.000
      	    0.519	   -0.046	    0.000	    0.000
      	    0.304	   -0.098	   -0.567	   -0.014
      	    0.378	   -0.066	    0.617	    1.087
      	    0.108	    0.008	    0.546	    0.789
      	    0.250	    0.020	   -0.424	    0.983
      	    0.131	    0.009	    0.187	   -0.783
      	    0.040	    0.001	   -0.016	    0.021
      	   -0.091	   -0.005	    0.127	    0.043
      	    0.043	    0.001	   -0.084	   -0.022
      	    0.013	    0.000	    0.033	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.016	    0.000	    0.000	    0.000
      	    0.005	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.003	    0.000
1525.0	    1.294	    3.798	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.448	   -1.590	    0.000	    0.000
      	    0.520	   -0.042	    0.000	    0.000
      	    0.287	   -0.087	   -0.568	   -0.009
      	    0.378	   -0.066	    0.599	    1.055
      	    0.108	    0.008	    0.503	    0.774
      	    0.251	    0.021	   -0.513	    0.952
      	    0.131	    0.009	    0.251	   -0.763
      	    0.040	    0.001	   -0.013	    0.023
      	   -0.091	   -0.005	    0.132	    0.047
      	    0.044	    0.001	   -0.088	   -0.024
      	    0.013	    0.000	    0.034	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.016	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.003	    0.000
1530.0	    0.917	    3.762	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.567	   -1.590	    0.000	    0.000
      	    0.521	   -0.038	    0.000	    0.000
      	    0.271	   -0.077	   -0.569	   -0.004
      	    0.378	   -0.066	    0.582	    1.024
      	    0.108	    0.009	    0.468	    0.753
      	    0.251	    0.023	   -0.593	    0.909
      	    0.132	    0.010	    0.308	   -0.735
      	    0.040	    0.001	   -0.010	    0.025
      	   -0.092	   -0.005	    0.138	    0.051
      	    0.045	    0.001	   -0.091	   -0.026
      	    0.014	    0.000	    0.034	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.017	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.006	    0.000	   -0.003	    0.000
1535.0	    0.571	    3.664	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.680	   -1.561	    0.000	    0.000
      	    0.521	   -0.034	    0.000	    0.000
      	    0.256	   -0.067	   -0.570	    0.001
      	    0.377	   -0.066	    0.566	    0.995
      	    0.109	    0.009	    0.441	    0.731
      	    0.252	    0.025	   -0.661	    0.858
      	    0.133	    0.010	    0.357	   -0.700
      	    0.041	    0.001	   -0.007	    0.027
      	   -0.092	   -0.005	    0.143	    0.055
      	    0.045	    0.001	   -0.095	   -0.028
      	    0.014	    0.000	    0.034	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.017	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.007	    0.000	   -0.003	    0.000
1540.0	    0.268	    3.518	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.780	   -1.506	    0.000	    0.000
      	    0.521	   -0.030	    0.000	    0.000
      	    0.241	   -0.058	   -0.569	    0.005
      	    0.376	   -0.066	    0.551	    0.967
      	    0.109	    0.009	    0.421	    0.710
      	    0.252	    0.027	   -0.718	    0.801
      	    0.134	    0.011	    0.398	   -0.660
      	    0.041	    0.001	   -0.004	    0.029
      	   -0.093	   -0.005	    0.149	    0.060
      	    0.046	    0.001	   -0.099	   -0.031
      	    0.014	    0.000	    0.034	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.017	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.007	    0.000	   -0.003	    0.000
1545.0	    0.016	    3.342	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.864	   -1.431	    0.000	    0.000
      	    0.521	   -0.026	    0.000	    0.000
      	    0.228	   -0.049	   -0.570	    0.010
      	    0.375	   -0.066	    0.536	    0.940
      	    0.109	    0.010	    0.407	    0.689
      	    0.253	    0.029	   -0.763	    0.742
      	    0.134	    0.012	    0.430	   -0.619
      	    0.042	    0.001	   -0.001	    0.032
      	   -0.093	   -0.006	    0.155	    0.066
      	    0.047	    0.001	   -0.103	   -0.034
      	    0.014	    0.000	    0.034	    0.000
      	    0.016	    0.000	    0.004	    0.000
      	    0.018	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.007	    0.000	   -0.003	    0.000
1550.0	   -0.185	    3.150	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.928	   -1.341	    0.000	    0.000
      	    0.521	   -0.022	    0.000	    0.000
      	    0.215	   -0.040	   -0.570	    0.014
      	    0.374	   -0.066	    0.522	    0.913
      	    0.109	    0.010	    0.397	    0.672
      	    0.253	    0.031	   -0.798	    0.682
      	    0.135	    0.012	    0.454	   -0.578
      	    0.042	    0.001	    0.003	    0.035
      	   -0.093	   -0.006	    0.162	    0.072
      	    0.047	    0.001	   -0.107	   -0.038
      	    0.015	    0.000	    0.035	    0.000
      	    0.016	    0.000	    0.005	    0.000
      	    0.018	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.007	    0.000	   -0.003	    0.000
1555.0	   -0.336	    2.958	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.974	   -1.241	    0.000	    0.000
      	    0.521	   -0.018	    0.000	    0.000
      	    0.203	   -0.032	   -0.572	    0.019
      	    0.372	   -0.067	    0.508	    0.888
      	    0.109	    0.011	    0.391	    0.659
      	    0.254	    0.034	   -0.824	    0.624
      	    0.135	    0.013	    0.472	   -0.537
      	    0.042	    0.001	    0.006	    0.038
      	   -0.094	   -0.006	    0.168	    0.078
      	    0.048	    0.001	   -0.112	   -0.041
      	    0.015	    0.000	    0.035	    0.000
      	    0.016	    0.000	    0.005	    0.000
      	    0.018	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.007	    0.000	   -0.003	    0.000
1560.0	   -0.444	    2.774	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    2.002	   -1.134	    0.000	    0.000
      	    0.521	   -0.014	    0.000	    0.000
      	    0.192	   -0.025	   -0.572	    0.023
      	    0.370	   -0.068	    0.495	    0.864
      	    0.109	    0.011	    0.387	    0.649
      	    0.254	    0.037	   -0.842	    0.568
      	    0.136	    0.013	    0.484	   -0.499
      	    0.043	    0.001	    0.010	    0.042
      	   -0.094	   -0.007	    0.175	    0.086
      	    0.049	    0.001	   -0.116	   -0.046
      	    0.015	    0.000	    0.035	    0.000
      	    0.016	    0.000	    0.005	    0.000
      	    0.019	    0.000	    0.000	    0.000
      	    0.006	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.002	    0.000
      	    0.008	    0.000	   -0.003	    0.000
1565.0	   -0.515	    2.606	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    2.013	   -1.024	    0.000	    0.000
      	    0.521	   -0.010	    0.000	    0.000
      	    0.182	   -0.017	   -0.573	    0.028
      	    0.368	   -0.069	    0.482	    0.840
      	    0.109	    0.012	    0.384	    0.642
      	    0.255	    0.040	   -0.855	    0.516
      	    0.136	    0.014	    0.492	   -0.463
      	    0.043	    0.001	    0.014	    0.046
      	   -0.095	   -0.007	    0.182	    0.094
      	    0.049	    0.001	   -0.121	   -0.050
      	    0.015	    0.000	    0.035	    0.000
      	    0.015	    0.000	    0.005	    0.000
      	    0.019	    0.000	    0.000	    0.000
      	    0.007	    0.000	   -0.006	    0.000
      	   -0.008	    0.000	    0.003	    0.000
      	    0.008	    0.000	   -0.003	    0.000
1570.0	   -0.557	    2.457	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    2.008	   -0.914	    0.000	    0.000
      	    0.520	   -0.005	    0.000	    0.000
      	    0.172	   -0.010	   -0.573	    0.032
      	    0.366	   -0.070	    0.469	    0.817
      	    0.109	    0.012	    0.381	    0.639
      	    0.255	    0.043	   -0.862	    0.466
      	    0.136	    0.015	    0.496	   -0.429
      	    0.043	    0.001	    0.017	    0.050
      	   -0.095	   -0.007	    0.188	    0.103
      	    0.050	    0.001	   -0.125	   -0.055
      	    0.015	    0.000	    0.035	    0.000
      	    0.015	    0.000	    0.005	    0.000
      	    0.020	    0.000	    0.000	    0.000
      	    0.007	    0.000	   -0.005	    0.000
      	   -0.008	    0.000	    0.003	    0.000
      	    0.008	    0.000	   -0.003	    0.000
1575.0	   -0.575	    2.327	    0.000	    0.000
      	    0.000	    0.000	    0.000	    0.000
      	    1.991	   -0.808	    0.000	    0.000
      	    0.520	   -0.001	    0.000	    0.000
      	    0.163	   -0.003	   -0.575	    0.037
      	    0.363	   -0.072	    0.457	    0.795
      	    0.108	    0.013	    0.378	    0.639
      	    0.255	    0.047	   -0.865	    0.421
      	    0.137	    0.015	    0.497	   -0.398
      	    0.044	    0.001	    0.021	    0.055
      	   -0.096	   -0.007	    0.195	    0.114
      	    0.051	    0.001	   -0.130	   -0.061
      	    0.016	    0.000	    0.035	    0.000
      	    0.015	    0.000	    0.005	    0.000
      	    0.020	    0.000	    0.000	    0.000
      	    0.007	    0.000	   -0.005	    0.000
      	   -0.008	    0.000	    0.003	    0.000
      	    0.008	    0.000	   -0.003	    0.000
